"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","tartness","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
6.1,0.34,0.24,18.35,0.05,10.4158286222363,33,184,0.99943,3.12,0.61,9.3,4.93
6.2,0.35,0.25,18.4,0.051,11.5347811896266,28,182,0.99946,3.13,0.62,9.3,5.98
6,0.14,0.37,1.2,0.032,11.5712217241468,63,148,0.99185,3.32,0.44,11.2,5.19
7.3,0.36,0.62,7.1,0.033,11.3786611089807,48,185,0.99472,3.14,0.62,10.6,5.94
5.1,0.25,0.36,1.3,0.035,11.3070931890004,40,78,0.9891,3.23,0.64,12.1,6.92
5.5,0.16,0.26,1.5,0.032,9.28145451700491,35,100,0.99076,3.43,0.77,12,6.24
6.4,0.19,0.35,10.2,0.043,8.84776531879342,40,106,0.99632,3.16,0.5,9.7,6
6,0.38,0.26,3.5,0.035,8.96754301909678,38,111,0.98872,3.18,0.47,13.6,6.92
6,0.38,0.26,3.5,0.035,11.4192565917091,38,111,0.98872,3.18,0.47,13.6,7.09
6.5,0.2,0.35,3.9,0.04,8.51147186280358,27,140,0.99102,2.98,0.53,11.8,6.14
6.6,0.17,0.26,7.4,0.052,9.29462939410634,45,128,0.99388,3.16,0.37,10,5.88
6.6,0.17,0.26,7.4,0.052,10.5003740877617,45,128,0.99388,3.16,0.37,10,6.01
6.2,0.15,0.27,11,0.035,11.767085809343,46,116,0.99602,3.12,0.38,9.1,6.08
5.9,0.48,0.3,1.5,0.037,9.90494938064923,19,78,0.99057,3.47,0.42,11.9,7.11
5.3,0.4,0.25,3.9,0.031,11.048549247469,45,130,0.99072,3.31,0.58,11.75,6.95
5.9,0.26,0.29,5.4,0.046,10.174090546935,34,116,0.99224,3.24,0.41,11.4,5.74
5.2,0.3,0.34,1.5,0.038,9.07714031553079,18,96,0.98942,3.56,0.48,13,7.98
6.4,0.32,0.25,5,0.055,9.89934337804842,28,138,0.99171,3.27,0.5,12.4,8.03
6.6,0.19,0.25,1.2,0.052,8.96645084301006,34,181,0.99352,3.3,0.42,9.4,7.08
6.8,0.27,0.3,13,0.047,9.5446284111996,69,160,0.99705,3.16,0.5,9.6,5.95
6.8,0.27,0.3,13,0.047,10.0316179983552,69,160,0.99705,3.16,0.5,9.6,5.96
6.8,0.27,0.3,13,0.047,11.2944050651327,69,160,0.99705,3.16,0.5,9.6,5.95
6.4,0.28,0.45,8.6,0.057,9.19246031885656,47,223,0.99654,3.16,0.51,9.1,5.11
7.1,0.24,0.34,1.2,0.045,8.92867632754441,6,132,0.99132,3.16,0.46,11.2,3.93
5,0.27,0.4,1.2,0.076,11.0606780165463,42,124,0.99204,3.32,0.47,10.1,5.88
5.8,0.27,0.4,1.2,0.076,10.818386948111,47,130,0.99185,3.13,0.45,10.3,5.85
5.9,0.27,0.32,2,0.034,10.1285437157531,31,102,0.98952,3.16,0.56,12.3,6.11
5.8,0.315,0.19,19.4,0.031,9.60512313571759,28,106,0.99704,2.97,0.4,10.55,5.94
6,0.59,0,0.8,0.037,8.63799595649789,30,95,0.99032,3.1,0.4,10.9,4.03
6.7,0.3,0.5,12.1,0.045,9.909823398175,38,127,0.9974,3.04,0.53,8.9,5.79
6.7,0.3,0.5,12.1,0.045,11.1599910264075,38,127,0.9974,3.04,0.53,8.9,6.02
6.4,0.31,0.31,12.9,0.045,11.1911273237086,55,161,0.99546,3.02,0.59,10.2,4.95
6.9,0.25,0.29,2.4,0.038,10.3258702682594,28,76,0.99088,3.01,0.36,11.7,7.07
4.4,0.32,0.39,4.3,0.03,9.86768670351029,31,127,0.98904,3.46,0.36,12.8,7.89
3.9,0.225,0.4,4.2,0.03,10.0198587050412,29,118,0.989,3.57,0.36,12.8,8.11
6.4,0.31,0.31,12.9,0.045,9.14815161684248,55,161,0.99546,3.02,0.59,10.2,4.92
5.5,0.62,0.33,1.7,0.037,9.8572056636175,24,118,0.98758,3.15,0.39,13.55,5.89
6.2,0.3,0.42,2.2,0.036,8.67839268988545,28,128,0.9901,3.13,0.38,11.6,6.08
6.7,0.3,0.5,12.1,0.045,9.73758187960079,38,127,0.9974,3.04,0.53,8.9,6.11
4.7,0.785,0,3.4,0.036,11.0484499754844,23,134,0.98981,3.53,0.92,13.8,6.04
6,0.31,0.32,7.4,0.175,8.57650658183993,47,159,0.9952,3.19,0.5,9.4,5.95
6,0.32,0.3,7.3,0.174,8.1934877008682,46,159,0.99519,3.18,0.49,9.4,4.98
6.4,0.105,0.29,1.1,0.035,12.3693839289001,44,140,0.99142,3.17,0.55,10.7,6.98
5.7,0.33,0.32,1.4,0.043,10.5541765734786,28,93,0.9897,3.31,0.5,12.3,6.01
5.9,0.32,0.19,14.5,0.042,10.4803456536417,37,115,0.99684,3.16,0.43,10.3,5.01
6,0.2,0.33,1.1,0.039,10.2908944079723,45,126,0.99051,3.31,0.45,11.6,6.89
6.4,0.105,0.29,1.1,0.035,9.53264309731105,44,140,0.99142,3.17,0.55,10.7,7.12
5.8,0.28,0.34,2.2,0.037,8.70268778415239,24,125,0.98986,3.36,0.33,12.8,7.95
6.4,0.31,0.5,5.8,0.038,11.0075484299089,42,111,0.99189,3.18,0.53,11.9,7.16
6,0.35,0.46,0.9,0.033,11.2052920019889,9,65,0.98934,3.24,0.35,12.1,3.97
5.1,0.26,0.34,6.4,0.034,10.920029324641,26,99,0.99449,3.23,0.41,9.2,6.02
6.6,0.28,0.09,10.9,0.051,7.51187820237613,37,131,0.99566,2.93,0.62,9.5,6.08
6,0.17,0.3,7.3,0.039,10.6901701257742,39,104,0.99252,2.91,0.57,11,6.09
7.3,0.35,0.67,8.3,0.053,11.2222977272123,10,100,0.9959,3.19,0.5,10.9,5.12
6,0.26,0.24,1.3,0.053,9.80152857529626,66,150,0.9924,3.21,0.62,10.4,6.02
5.4,0.375,0.4,3.3,0.054,10.1498198891333,29,147,0.99482,3.42,0.52,9.1,5.07
5.1,0.26,0.33,1.1,0.027,9.40471711351961,46,113,0.98946,3.35,0.43,11.4,7.04
5.8,0.36,0.5,1,0.127,8.98282488535024,63,178,0.99212,3.1,0.45,9.7,5.15
5.7,0.4,0.35,5.1,0.026,10.5891423753137,17,113,0.99052,3.18,0.67,12.4,6.03
6.2,0.76,0.01,3.2,0.041,11.359312742513,18,120,0.99026,3.2,0.94,13.7,6.91
5.8,0.385,0.25,3.7,0.031,10.7448889234219,38,122,0.99128,3.2,0.63,11.2,5.85
6,0.27,0.4,1.7,0.021,10.3002560195067,18,82,0.9891,3.24,0.95,13.13333333,6.05
5.7,0.4,0.35,5.1,0.026,12.0568367135041,17,113,0.99052,3.18,0.67,12.4,5.88
5.8,0.36,0.5,1,0.127,9.08360023810939,63,178,0.99212,3.1,0.45,9.7,4.97
7,0.24,0.47,1.3,0.043,7.66852562112994,18,131,0.99176,3.19,0.45,11,6.07
6.5,0.28,0.34,4.6,0.054,8.91106472334039,22,130,0.99193,3.2,0.46,12,6.85
6.4,0.23,0.35,10.3,0.042,10.4030704264312,54,140,0.9967,3.23,0.47,9.2,4.99
6,0.34,0.29,6.1,0.046,10.3881196686634,29,134,0.99462,3.48,0.57,10.7,6.11
6.7,0.22,0.33,1.2,0.036,9.3412873472301,36,86,0.99058,3.1,0.76,11.4,5.89
6.4,0.23,0.35,10.3,0.042,9.46143602554851,54,140,0.9967,3.23,0.47,9.2,4.86
6,0.32,0.33,9.9,0.032,9.20032150505134,22,90,0.99258,3.1,0.43,12.1,6.92
5.8,0.29,0.27,1.6,0.062,11.3103109715997,17,140,0.99138,3.23,0.35,11.1,6.14
5.9,0.32,0.26,1.5,0.057,8.65329795784592,17,141,0.9917,3.24,0.36,10.7,4.93
5.6,0.33,0.28,1.2,0.031,9.83281213299117,33,97,0.99126,3.49,0.58,10.9,5.85
5.9,0.37,0.3,1.5,0.033,10.5719586307075,35,95,0.98986,3.36,0.56,12,7.04
5.6,0.295,0.26,1.1,0.035,9.54940521309639,40,102,0.99154,3.47,0.56,10.6,5.85
6.7,0.5,0.36,11.5,0.096,9.1459634715189,18,92,0.99642,3.11,0.49,9.6,4.99
5.3,0.275,0.24,7.4,0.038,8.96990127619937,28,114,0.99313,3.38,0.51,11,5.96
5.2,0.405,0.15,1.45,0.038,10.0147889635539,10,44,0.99125,3.52,0.4,11.6,4.04
6.8,0.34,0.36,8.9,0.029,10.8250712542803,44,128,0.99318,3.28,0.35,11.95,7.06
5.7,0.22,0.25,1.1,0.05,9.91510893834833,97,175,0.99099,3.44,0.62,11.1,6.03
6.2,0.28,0.57,1,0.043,11.2632383115091,50,92,0.99004,3.17,0.36,11.5,5.84
5.6,0.34,0.25,2.5,0.046,10.716069831253,47,182,0.99093,3.21,0.4,11.3,5.06
4.8,0.29,0.23,1.1,0.044,8.93953111307796,38,180,0.98924,3.28,0.34,11.9,5.96
5.1,0.3,0.3,2.3,0.048,11.1009471668222,40,150,0.98944,3.29,0.46,12.2,6.04
7,0.36,0.35,2.5,0.048,9.81476940398306,67,161,0.99146,3.05,0.56,11.1,6.21
6.4,0.33,0.44,8.9,0.055,9.98984431562001,52,164,0.99488,3.1,0.48,9.6,5.05
7,0.36,0.35,2.5,0.048,11.3519443956174,67,161,0.99146,3.05,0.56,11.1,5.9
6.4,0.33,0.44,8.9,0.055,10.0473043810869,52,164,0.99488,3.1,0.48,9.6,4.99
6.2,0.23,0.38,1.6,0.044,11.8096663321392,12,113,0.99176,3.3,0.73,11.4,4.9
5.2,0.25,0.23,1.4,0.047,10.7276254102786,20,77,0.99001,3.32,0.62,11.4,4.86
6.2,0.35,0.29,3.9,0.041,9.28060728645868,22,79,0.99005,3.1,0.59,12.06666667,6.02
7.1,0.23,0.39,13.7,0.058,10.9029125953459,26,172,0.99755,2.9,0.46,9,6.02
7.1,0.23,0.39,13.7,0.058,7.09375969677091,26,172,0.99755,2.9,0.46,9,6.08
7.5,0.38,0.33,9.2,0.043,10.1293482091426,19,116,0.99444,3.08,0.42,11.4,6.15
6.4,0.35,0.51,7.8,0.055,9.9595729621701,53,177,0.99502,3.12,0.45,9.6,5.04
6,0.43,0.34,7.6,0.045,10.4957419644089,25,118,0.99222,3.03,0.37,11,6
6,0.52,0.33,7.7,0.046,7.75768463525949,24,119,0.99224,3.04,0.38,11,6.01
5.5,0.31,0.29,3,0.027,10.0816663081575,16,102,0.99067,3.23,0.56,11.2,6.09
5.9,0.22,0.3,1.3,0.052,9.6246616007372,42,86,0.99069,3.31,0.47,11.55,5.9
6.2,0.36,0.32,4,0.036,10.2017383307471,44,92,0.98936,3.2,0.5,13.3,6.91
6,0.41,0.23,1.1,0.066,10.2132640375867,22,148,0.99266,3.3,0.47,9.633333333,4.9
6.2,0.355,0.35,2,0.046,10.4659541577803,31,95,0.98822,3.06,0.46,13.6,6.09
5.7,0.41,0.21,1.9,0.048,10.3907415336604,30,112,0.99138,3.29,0.55,11.2,6.07
5.3,0.6,0.34,1.4,0.031,11.1022033639872,3,60,0.98854,3.27,0.38,13,5.84
5.8,0.23,0.31,4.5,0.046,9.73887549582961,42,124,0.99324,3.31,0.64,10.8,6.07
6.6,0.24,0.33,10.1,0.032,9.64061556484512,8,81,0.99626,3.19,0.51,9.8,5.88
6.1,0.32,0.28,6.6,0.021,11.8292825480954,29,132,0.99188,3.15,0.36,11.45,7.02
5,0.2,0.4,1.9,0.015,8.39510840200721,20,98,0.9897,3.37,0.55,12.05,6.11
6,0.42,0.41,12.4,0.032,11.0769386295562,50,179,0.99622,3.14,0.6,9.7,4.92
5.7,0.21,0.32,1.6,0.03,10.0506005609864,33,122,0.99044,3.33,0.52,11.9,6.06
5.6,0.2,0.36,2.5,0.048,10.7064769716631,16,125,0.99282,3.49,0.49,10,5.97
7.4,0.22,0.26,1.2,0.035,8.98533836224442,18,97,0.99245,3.12,0.41,9.7,6.12
6.2,0.38,0.42,2.5,0.038,8.9917262008482,34,117,0.99132,3.36,0.59,11.6,7.07
5.9,0.54,0,0.8,0.032,9.86998251070121,12,82,0.99286,3.25,0.36,8.8,5.06
6.6,0.34,0.4,8.1,0.046,12.433579418561,68,170,0.99494,3.15,0.5,9.533333333,5.82
5,0.235,0.27,11.75,0.03,9.21777299896465,34,118,0.9954,3.07,0.5,9.4,5.98
5.5,0.32,0.13,1.3,0.037,10.9473814922107,45,156,0.99184,3.26,0.38,10.7,4.98
6.5,0.33,0.38,8.3,0.048,11.1116729214512,68,174,0.99492,3.14,0.5,9.6,4.97
6.6,0.34,0.4,8.1,0.046,9.29869958829874,68,170,0.99494,3.15,0.5,9.55,5.97
6.2,0.41,0.22,1.9,0.023,8.81757207609957,5,56,0.98928,3.04,0.79,13,6.93
6.1,0.34,0.29,2.2,0.036,9.34349477865563,25,100,0.98938,3.06,0.44,11.8,6.14
5.7,0.21,0.32,0.9,0.038,9.71432331252376,38,121,0.99074,3.24,0.46,10.6,5.94
6.5,0.23,0.38,1.3,0.032,9.09831001667726,29,112,0.99298,3.29,0.54,9.7,4.8
6.6,0.32,0.36,8,0.047,10.3225422488113,57,168,0.9949,3.15,0.46,9.6,4.9
6.5,0.24,0.19,1.2,0.041,11.1194437660667,30,111,0.99254,2.99,0.46,9.4,6.05
6,0.21,0.38,0.8,0.02,9.08148570799623,22,98,0.98941,3.26,0.32,11.8,6.05
7.4,0.7,0,1.9,0.076,1.70975355068565,11,34,0.9978,3.51,0.56,9.4,5.14
7.8,0.88,0,2.6,0.098,0.807793237328473,25,67,0.9968,3.2,0.68,9.8,4.98
7.8,0.76,0.04,2.3,0.092,1.4169439071003,15,54,0.997,3.26,0.65,9.8,4.79
11.2,0.28,0.56,1.9,0.075,2.22280657814843,17,60,0.998,3.16,0.58,9.8,5.93
7.4,0.7,0,1.9,0.076,1.80397936269732,11,34,0.9978,3.51,0.56,9.4,5.03
7.9,0.6,0.06,1.6,0.069,2.08471033896306,15,59,0.9964,3.3,0.46,9.4,5
7.3,0.65,0,1.2,0.065,1.65055794401189,15,21,0.9946,3.39,0.47,10,6.91
7.8,0.58,0.02,2,0.073,1.81662102737641,9,18,0.9968,3.36,0.57,9.5,6.95
7.5,0.5,0.36,6.1,0.071,4.03733291420072,17,102,0.9978,3.35,0.8,10.5,5.06
7.5,0.5,0.36,6.1,0.071,0.909883342991299,17,102,0.9978,3.35,0.8,10.5,5.1
5.6,0.615,0,1.6,0.089,3.45454334797877,16,59,0.9943,3.58,0.52,9.9,5.21
7.8,0.61,0.29,1.6,0.114,-0.0923215805252324,9,29,0.9974,3.26,1.56,9.1,4.94
8.9,0.62,0.18,3.8,0.176,2.5471895041594,52,145,0.9986,3.16,0.88,9.2,4.91
8.9,0.62,0.19,3.9,0.17,1.25180081344442,51,148,0.9986,3.17,0.93,9.2,4.99
8.5,0.28,0.56,1.8,0.092,2.48872750764111,35,103,0.9969,3.3,0.75,10.5,7.09
8.1,0.56,0.28,1.7,0.368,3.82162230144042,16,56,0.9968,3.11,1.28,9.3,5.13
7.4,0.59,0.08,4.4,0.086,2.87993704466592,6,29,0.9974,3.38,0.5,9,3.8
7.9,0.32,0.51,1.8,0.341,2.3555358410384,17,56,0.9969,3.04,1.08,9.2,5.94
8.9,0.22,0.48,1.8,0.077,2.85419883364371,29,60,0.9968,3.39,0.53,9.4,5.84
7.6,0.39,0.31,2.3,0.082,1.33295989536357,23,71,0.9982,3.52,0.65,9.7,5.11
7.9,0.43,0.21,1.6,0.106,1.99383326713833,10,37,0.9966,3.17,0.91,9.5,5.18
8.5,0.49,0.11,2.3,0.084,3.21195717919081,9,67,0.9968,3.17,0.53,9.4,5.12
6.3,0.39,0.16,1.4,0.08,0.950175646942103,11,23,0.9955,3.34,0.56,9.3,4.84
7.6,0.41,0.24,1.8,0.08,0.908560716110295,4,11,0.9962,3.28,0.59,9.5,4.95
7.9,0.43,0.21,1.6,0.106,3.04780522904215,10,37,0.9966,3.17,0.91,9.5,4.86
7.1,0.71,0,1.9,0.08,1.39177891480746,14,35,0.9972,3.47,0.55,9.4,5.15
7.8,0.645,0,2,0.082,0.855559626120751,8,16,0.9964,3.38,0.59,9.8,5.88
6.7,0.675,0.07,2.4,0.089,0.607455003624972,17,82,0.9958,3.35,0.54,10.1,5.07
6.9,0.685,0,2.5,0.105,1.302901854574,22,37,0.9966,3.46,0.57,10.6,5.97
8.3,0.655,0.12,2.3,0.083,3.33016215430225,15,113,0.9966,3.17,0.66,9.8,4.86
6.9,0.605,0.12,10.7,0.073,3.21886125185695,40,83,0.9993,3.45,0.52,9.4,5.98
7.8,0.645,0,5.5,0.086,3.52920418158229,5,18,0.9986,3.4,0.55,9.6,6.17
7.8,0.6,0.14,2.4,0.086,2.43705574711625,3,15,0.9975,3.42,0.6,10.8,5.83
8.1,0.38,0.28,2.1,0.066,2.72715968595349,13,30,0.9968,3.23,0.73,9.7,6.87
5.7,1.13,0.09,1.5,0.172,2.10054350395155,7,19,0.994,3.5,0.48,9.8,3.9
7.3,0.45,0.36,5.9,0.074,2.27194063251622,12,87,0.9978,3.33,0.83,10.5,5.11
7.3,0.45,0.36,5.9,0.074,0.180755162502368,12,87,0.9978,3.33,0.83,10.5,4.96
8.8,0.61,0.3,2.8,0.088,2.88395748054288,17,46,0.9976,3.26,0.51,9.3,3.99
7.5,0.49,0.2,2.6,0.332,2.16881030594304,8,14,0.9968,3.21,0.9,10.5,6.07
4.6,0.52,0.15,2.1,0.054,1.97875573248445,8,65,0.9934,3.9,0.56,13.1,4.04
7.7,0.935,0.43,2.2,0.114,2.70734623847813,22,114,0.997,3.25,0.73,9.2,4.99
8.7,0.29,0.52,1.6,0.113,1.83635651926185,12,37,0.9969,3.25,0.58,9.5,5.14
6.4,0.4,0.23,1.6,0.066,2.53532020720535,5,12,0.9958,3.34,0.56,9.2,4.95
5.6,0.31,0.37,1.4,0.074,2.69301611827103,12,96,0.9954,3.32,0.58,9.2,5
8.8,0.66,0.26,1.7,0.074,-0.478424962825155,4,23,0.9971,3.15,0.74,9.2,4.91
6.6,0.52,0.04,2.2,0.069,1.97849689389585,8,15,0.9956,3.4,0.63,9.4,5.96
6.6,0.5,0.04,2.1,0.068,4.03659868586227,6,14,0.9955,3.39,0.64,9.4,5.85
8.6,0.38,0.36,3,0.081,3.2942053684441,30,119,0.997,3.2,0.56,9.4,5.03
7.6,0.51,0.15,2.8,0.11,0.39175980579712,33,73,0.9955,3.17,0.63,10.2,6.16
7.7,0.62,0.04,3.8,0.084,0.619491011640291,25,45,0.9978,3.34,0.53,9.5,4.87
10.2,0.42,0.57,3.4,0.07,2.38084680911255,4,10,0.9971,3.04,0.63,9.6,4.91
7.5,0.63,0.12,5.1,0.111,0.806649823888044,50,110,0.9983,3.26,0.77,9.4,5
7.3,0.39,0.31,2.4,0.074,0.979571766147039,9,46,0.9962,3.41,0.54,9.4,5.94
8.8,0.4,0.4,2.2,0.079,2.00208153153939,19,52,0.998,3.44,0.64,9.2,4.96
7.7,0.69,0.49,1.8,0.115,3.19646091840899,20,112,0.9968,3.21,0.71,9.3,4.89
7.5,0.52,0.16,1.9,0.085,3.85330552719404,12,35,0.9968,3.38,0.62,9.5,6.98
7,0.735,0.05,2,0.081,2.18028352467999,13,54,0.9966,3.39,0.57,9.8,5.08
7.2,0.725,0.05,4.65,0.086,0.45913153709829,4,11,0.9962,3.41,0.39,10.9,5.02
7.2,0.725,0.05,4.65,0.086,2.06797112432149,4,11,0.9962,3.41,0.39,10.9,4.97
7.5,0.52,0.11,1.5,0.079,3.04508822605034,11,39,0.9968,3.42,0.58,9.6,4.97
6.6,0.705,0.07,1.6,0.076,1.90234801309715,6,15,0.9962,3.44,0.58,10.7,4.83
9.3,0.32,0.57,2,0.074,1.5180234459581,27,65,0.9969,3.28,0.79,10.7,4.95
8,0.705,0.05,1.9,0.074,2.40912820841142,8,19,0.9962,3.34,0.95,10.5,6.01
7.7,0.63,0.08,1.9,0.076,0.621951215741078,15,27,0.9967,3.32,0.54,9.5,6.04
7.7,0.67,0.23,2.1,0.088,2.03879748607906,17,96,0.9962,3.32,0.48,9.5,4.94
7.7,0.69,0.22,1.9,0.084,2.12858130005349,18,94,0.9961,3.31,0.48,9.5,5.1
8.3,0.675,0.26,2.1,0.084,1.12277372374831,11,43,0.9976,3.31,0.53,9.2,4.12
9.7,0.32,0.54,2.5,0.094,2.73679606027896,28,83,0.9984,3.28,0.82,9.6,5.01
8.8,0.41,0.64,2.2,0.093,2.59220034283041,9,42,0.9986,3.54,0.66,10.5,4.87
8.8,0.41,0.64,2.2,0.093,0.250816121956304,9,42,0.9986,3.54,0.66,10.5,4.9
6.8,0.785,0,2.4,0.104,0.883441855777943,14,30,0.9966,3.52,0.55,10.7,6.03
6.2,0.45,0.2,1.6,0.069,2.5066866814317,3,15,0.9958,3.41,0.56,9.2,5.13
7.8,0.43,0.7,1.9,0.464,0.805221321179395,22,67,0.9974,3.13,1.28,9.4,5
7.4,0.5,0.47,2,0.086,1.84713392942789,21,73,0.997,3.36,0.57,9.1,4.89
6.3,0.3,0.48,1.8,0.069,2.24872083401686,18,61,0.9959,3.44,0.78,10.3,5.91
6.9,0.55,0.15,2.2,0.076,1.66067382092587,19,40,0.9961,3.41,0.59,10.1,5.01
9.3,0.39,0.44,2.1,0.107,1.89085615574674,34,125,0.9978,3.14,1.22,9.5,5.04
7,0.62,0.08,1.8,0.076,0.756909712075414,8,24,0.9978,3.48,0.53,9,5
7.9,0.52,0.26,1.9,0.079,2.19354402088157,42,140,0.9964,3.23,0.54,9.5,4.89
8.6,0.49,0.29,2,0.11,1.15516714402155,19,133,0.9972,2.93,1.98,9.8,4.93
7.7,0.49,0.26,1.9,0.062,1.48527090590979,9,31,0.9966,3.39,0.64,9.6,5.07
5,1.02,0.04,1.4,0.045,2.10902266408802,41,85,0.9938,3.75,0.48,10.5,4.12
4.7,0.6,0.17,2.3,0.058,1.93244728019346,17,106,0.9932,3.85,0.6,12.9,5.82
6.8,0.775,0,3,0.102,3.32050728292494,8,23,0.9965,3.45,0.56,10.7,4.86
7,0.5,0.25,2,0.07,0.636732612870453,3,22,0.9963,3.25,0.63,9.2,5.02
7.6,0.9,0.06,2.5,0.079,0.924067909931147,5,10,0.9967,3.39,0.56,9.8,5.1
8.1,0.545,0.18,1.9,0.08,2.27796683345472,13,35,0.9972,3.3,0.59,9,5.93
8.3,0.61,0.3,2.1,0.084,0.954172388361008,11,50,0.9972,3.4,0.61,10.2,6
7.8,0.5,0.3,1.9,0.075,0.529586666280769,8,22,0.9959,3.31,0.56,10.4,6.02
8.1,0.545,0.18,1.9,0.08,2.34676401509094,13,35,0.9972,3.3,0.59,9,5.85
8.1,0.575,0.22,2.1,0.077,1.5440347536454,12,65,0.9967,3.29,0.51,9.2,5.06
7.2,0.49,0.24,2.2,0.07,1.20285061282706,5,36,0.996,3.33,0.48,9.4,4.83
8.1,0.575,0.22,2.1,0.077,1.38520532407481,12,65,0.9967,3.29,0.51,9.2,5.12
7.8,0.41,0.68,1.7,0.467,2.23014048063504,18,69,0.9973,3.08,1.31,9.3,5.11
6.2,0.63,0.31,1.7,0.088,0.726902581653232,15,64,0.9969,3.46,0.79,9.3,4.88
8,0.33,0.53,2.5,0.091,2.8329268269939,18,80,0.9976,3.37,0.8,9.6,5.88
7.8,0.56,0.19,1.8,0.104,1.3591848275082,12,47,0.9964,3.19,0.93,9.5,5.03
8.4,0.62,0.09,2.2,0.084,1.93976369548822,11,108,0.9964,3.15,0.66,9.8,4.99
8.4,0.6,0.1,2.2,0.085,2.70464272355407,14,111,0.9964,3.15,0.66,9.8,4.92
10.1,0.31,0.44,2.3,0.08,1.15440127431509,22,46,0.9988,3.32,0.67,9.7,6.01
7.8,0.56,0.19,1.8,0.104,1.52589541866867,12,47,0.9964,3.19,0.93,9.5,4.98
9.4,0.4,0.31,2.2,0.09,1.2418892788072,13,62,0.9966,3.07,0.63,10.5,6.01
8.3,0.54,0.28,1.9,0.077,1.20361288338727,11,40,0.9978,3.39,0.61,10,6.13
7.8,0.56,0.12,2,0.082,1.48750648025478,7,28,0.997,3.37,0.5,9.4,5.96
8.8,0.55,0.04,2.2,0.119,1.91083490065178,14,56,0.9962,3.21,0.6,10.9,5.92
7,0.69,0.08,1.8,0.097,2.3245575019689,22,89,0.9959,3.34,0.54,9.2,5.95
7.3,1.07,0.09,1.7,0.178,1.03281128768168,10,89,0.9962,3.3,0.57,9,4.97
7.3,0.695,0,2.5,0.075,1.55444987083341,3,13,0.998,3.49,0.52,9.2,5.03
8,0.71,0,2.6,0.08,2.78533729275465,11,34,0.9976,3.44,0.53,9.5,5.14
7.8,0.5,0.17,1.6,0.082,3.58753889702921,21,102,0.996,3.39,0.48,9.5,5.14
9,0.62,0.04,1.9,0.146,2.46346833840829,27,90,0.9984,3.16,0.7,9.4,5.05
8.2,1.33,0,1.7,0.081,0.924922453732034,3,12,0.9964,3.53,0.49,10.9,4.98
8.1,1.33,0,1.8,0.082,3.19680341700781,3,12,0.9964,3.54,0.48,10.9,4.86
8,0.59,0.16,1.8,0.065,1.92651368709858,3,16,0.9962,3.42,0.92,10.5,6.9
8,0.745,0.56,2,0.118,1.92897636485652,30,134,0.9968,3.24,0.66,9.4,4.99
5.6,0.5,0.09,2.3,0.049,1.17023697218432,17,99,0.9937,3.63,0.63,13,4.86
6.6,0.5,0.01,1.5,0.06,2.44894431347778,17,26,0.9952,3.4,0.58,9.8,5.88
7.9,1.04,0.05,2.2,0.084,4.10522792560186,13,29,0.9959,3.22,0.55,9.9,5.98
8.4,0.745,0.11,1.9,0.09,3.3269896683831,16,63,0.9965,3.19,0.82,9.6,4.96
8.3,0.715,0.15,1.8,0.089,1.22309254375049,10,52,0.9968,3.23,0.77,9.5,4.94
7.2,0.415,0.36,2,0.081,3.01552166367567,13,45,0.9972,3.48,0.64,9.2,4.9
7.8,0.56,0.19,2.1,0.081,3.92656617980532,15,105,0.9962,3.33,0.54,9.5,5.09
7.8,0.56,0.19,2,0.081,2.97214776247394,17,108,0.9962,3.32,0.54,9.5,5.02
8.4,0.745,0.11,1.9,0.09,2.86370568520277,16,63,0.9965,3.19,0.82,9.6,4.85
8.3,0.715,0.15,1.8,0.089,3.99986215912904,10,52,0.9968,3.23,0.77,9.5,4.97
5.2,0.34,0,1.8,0.05,-0.300889600683643,27,63,0.9916,3.68,0.79,14,6.01
6.3,0.39,0.08,1.7,0.066,2.17887713535903,3,20,0.9954,3.34,0.58,9.4,5.08
8.1,0.67,0.55,1.8,0.117,1.66622840322588,32,141,0.9968,3.17,0.62,9.4,5.17
5.8,0.68,0.02,1.8,0.087,3.58171544895707,21,94,0.9944,3.54,0.52,10,4.84
7.6,0.49,0.26,1.6,0.236,1.69754505916229,10,88,0.9968,3.11,0.8,9.3,5
6.9,0.49,0.1,2.3,0.074,3.13542167749835,12,30,0.9959,3.42,0.58,10.2,5.91
8.2,0.4,0.44,2.8,0.089,2.9747692338114,11,43,0.9975,3.53,0.61,10.5,5.92
7.3,0.33,0.47,2.1,0.077,2.21272245609924,5,11,0.9958,3.33,0.53,10.3,5.93
9.2,0.52,1,3.4,0.61,1.0223895765603,32,69,0.9996,2.74,2,9.4,3.94
7.5,0.6,0.03,1.8,0.095,1.78000025274627,25,99,0.995,3.35,0.54,10.1,4.94
7.5,0.6,0.03,1.8,0.095,2.61502027858879,25,99,0.995,3.35,0.54,10.1,4.92
7.1,0.43,0.42,5.5,0.07,3.60478791697298,29,129,0.9973,3.42,0.72,10.5,4.87
7.1,0.43,0.42,5.5,0.071,2.65556052973388,28,128,0.9973,3.42,0.71,10.5,4.99
7.1,0.43,0.42,5.5,0.07,1.9933739210348,29,129,0.9973,3.42,0.72,10.5,4.8
7.1,0.68,0,2.2,0.073,1.48498650035851,12,22,0.9969,3.48,0.5,9.3,4.95
